month,state,totals
2016-11-01,Michigan,56137
2016-11-01,Minnesota,62666
2016-11-01,Mississippi,29113
2016-11-01,Missouri,57501
2016-11-01,Montana,12074
2016-11-01,Nebraska,9086
2016-11-01,Nevada,14476
2016-11-01,New Hampshire,15256
2016-11-01,New Jersey,11317
2016-11-01,New Mexico,15116
2016-11-01,New York,43009
2016-11-01,North Carolina,59658
2016-11-01,North Dakota,6494
2016-11-01,Ohio,88928
2016-11-01,Oklahoma,40123
2016-11-01,Oregon,33555
2016-11-01,Pennsylvania,118378
2016-11-01,Puerto Rico,1590
2016-11-01,Rhode Island,2658
2016-11-01,South Carolina,39711
2016-11-01,South Dakota,11622
2016-11-01,Tennessee,74722
2016-11-01,Texas,157519
2016-11-01,Utah,26928
2016-11-01,Vermont,3503
2016-11-01,Virgin Islands,76
2016-11-01,Virginia,58362
2016-11-01,Washington,56963
2016-11-01,West Virginia,25378
2016-11-01,Wisconsin,65277
2016-11-01,Wyoming,5814
2016-10-01,Alabama,43251
2016-10-01,Alaska,9383
2016-10-01,Arizona,34134
2016-10-01,Arkansas,22709
2016-10-01,California,180968
2016-10-01,Colorado,45337
2016-10-01,Connecticut,16048
2016-10-01,Delaware,5757
2016-10-01,District of Columbia,61
2016-10-01,Florida,111657
2016-10-01,Georgia,48308
2016-10-01,Guam,220
2016-10-01,Hawaii,1277
2016-10-01,Idaho,14160
2016-10-01,Illinois,169348
2016-10-01,Indiana,72085
2016-10-01,Iowa,14908
2016-10-01,Kansas,17656
2016-10-01,Kentucky,378973
2016-10-01,Louisiana,32820
2016-10-01,Maine,12954
2016-10-01,Mariana Islands,1
2016-10-01,Maryland,14405
2016-10-01,Massachusetts,19500
2016-10-01,Michigan,49099
2016-10-01,Minnesota,70854
2016-10-01,Mississippi,21433
2016-10-01,Missouri,50651
2016-10-01,Montana,13411
2016-10-01,Nebraska,7834
2016-10-01,Nevada,12026
2016-10-01,New Hampshire,15045
2016-10-01,New Jersey,10175
2016-10-01,New Mexico,13089
2016-10-01,New York,37907
2016-10-01,North Carolina,49372
2016-10-01,North Dakota,7283
2016-10-01,Ohio,71864
2016-10-01,Oklahoma,28578
2016-10-01,Oregon,28948
2016-10-01,Pennsylvania,103095
2016-10-01,Puerto Rico,1429
2016-10-01,Rhode Island,2448
2016-10-01,South Carolina,31780
2016-10-01,South Dakota,12670
2016-10-01,Tennessee,56652
2016-10-01,Texas,144467
2016-10-01,Utah,23339
2016-10-01,Vermont,3769
2016-10-01,Virgin Islands,66
2016-10-01,Virginia,46862
2016-10-01,Washington,57746
2016-10-01,West Virginia,20035
2016-10-01,Wisconsin,63442
2016-10-01,Wyoming,5228
2016-09-01,Alabama,41336
2016-09-01,Alaska,6867
2016-09-01,Arizona,33390
2016-09-01,Arkansas,18826
2016-09-01,California,159077
2016-09-01,Colorado,40013
2016-09-01,Connecticut,14955
2016-09-01,Delaware,4160
2016-09-01,District of Columbia,52
2016-09-01,Florida,102843
2016-09-01,Georgia,41621
2016-09-01,Guam,189
2016-09-01,Hawaii,1247
2016-09-01,Idaho,12611
2016-09-01,Illinois,127535
2016-09-01,Indiana,63820
2016-09-01,Iowa,12094
2016-09-01,Kansas,14051
2016-09-01,Kentucky,298753
2016-09-01,Louisiana,33656
2016-09-01,Maine,10550
2016-09-01,Mariana Islands,1
2016-09-01,Maryland,12161
2016-09-01,Massachusetts,17481
2016-09-01,Michigan,41363
2016-09-01,Minnesota,58507
2016-09-01,Mississippi,19705
2016-09-01,Missouri,41437
2016-09-01,Montana,11479
2016-09-01,Nebraska,6099
2016-09-01,Nevada,10434
2016-09-01,New Hampshire,13329
2016-09-01,New Jersey,9309
2016-09-01,New Mexico,11867
2016-09-01,New York,33599
2016-09-01,North Carolina,46452
2016-09-01,North Dakota,5883
2016-09-01,Ohio,58828
2016-09-01,Oklahoma,25309
2016-09-01,Oregon,26487
2016-09-01,Pennsylvania,86424
2016-09-01,Puerto Rico,1383
2016-09-01,Rhode Island,2052
2016-09-01,South Carolina,28988
2016-09-01,South Dakota,9284
2016-09-01,Tennessee,48546
2016-09-01,Texas,126694
2016-09-01,Utah,19914
2016-09-01,Vermont,3130
2016-09-01,Virgin Islands,75
2016-09-01,Virginia,38779
2016-09-01,Washington,48147
2016-09-01,West Virginia,18079
2016-09-01,Wisconsin,59639
2016-09-01,Wyoming,5086
2016-08-01,Alabama,42455
2016-08-01,Alaska,7194
2016-08-01,Arizona,33422
2016-08-01,Arkansas,21692
2016-08-01,California,176770
2016-08-01,Colorado,40996
2016-08-01,Connecticut,27353
2016-08-01,Delaware,4169
2016-08-01,District of Columbia,62
2016-08-01,Florida,114446
2016-08-01,Georgia,44370
2016-08-01,Guam,170
2016-08-01,Hawaii,1305
2016-08-01,Idaho,11635
2016-08-01,Illinois,185912
2016-08-01,Indiana,79202
2016-08-01,Iowa,12518
2016-08-01,Kansas,13770
2016-08-01,Kentucky,29746
2016-08-01,Louisiana,30716
2016-08-01,Maine,8204
2016-08-01,Mariana Islands,3
2016-08-01,Maryland,12510
2016-08-01,Massachusetts,18138
2016-08-01,Michigan,41493
2016-08-01,Minnesota,51700
2016-08-01,Mississippi,26351
2016-08-01,Missouri,44182
2016-08-01,Montana,10672
2016-08-01,Nebraska,6405
2016-08-01,Nevada,10520
2016-08-01,New Hampshire,12039
2016-08-01,New Jersey,9728
2016-08-01,New Mexico,12341
2016-08-01,New York,30808
2016-08-01,North Carolina,46518
2016-08-01,North Dakota,5461
2016-08-01,Ohio,62418
2016-08-01,Oklahoma,25927
2016-08-01,Oregon,22911
2016-08-01,Pennsylvania,86652
2016-08-01,Puerto Rico,1370
2016-08-01,Rhode Island,2090
2016-08-01,South Carolina,31389
2016-08-01,South Dakota,7873
2016-08-01,Tennessee,60971
2016-08-01,Texas,124608
2016-08-01,Utah,21178
2016-08-01,Vermont,2724
2016-08-01,Virgin Islands,90
2016-08-01,Virginia,38667
2016-08-01,Washington,46645
2016-08-01,West Virginia,17315
2016-08-01,Wisconsin,53689
2016-08-01,Wyoming,5295
2016-07-01,Alabama,48927
2016-07-01,Alaska,6793
2016-07-01,Arizona,34496
2016-07-01,Arkansas,19378
2016-07-01,California,190218
2016-07-01,Colorado,43094
2016-07-01,Connecticut,29755
2016-07-01,Delaware,4494
2016-07-01,District of Columbia,60
2016-07-01,Florida,125208
2016-07-01,Georgia,49183
2016-07-01,Guam,173
2016-07-01,Hawaii,1565
2016-07-01,Idaho,12154
2016-07-01,Illinois,168227
2016-07-01,Indiana,88340
2016-07-01,Iowa,11937
2016-07-01,Kansas,14140
2016-07-01,Kentucky,363085
2016-07-01,Louisiana,41063
2016-07-01,Maine,7702
2016-07-01,Mariana Islands,1
2016-07-01,Maryland,12228
2016-07-01,Massachusetts,20480
2016-07-01,Michigan,40142
2016-07-01,Minnesota,43368
2016-07-01,Mississippi,21907
2016-07-01,Missouri,46637
2016-07-01,Montana,9869
2016-07-01,Nebraska,5429
2016-07-01,Nevada,11785
2016-07-01,New Hampshire,13068
2016-07-01,New Jersey,10074
2016-07-01,New Mexico,12219
2016-07-01,New York,29513
2016-07-01,North Carolina,44123
2016-07-01,North Dakota,5470
2016-07-01,Ohio,63148
2016-07-01,Oklahoma,25946
2016-07-01,Oregon,24813
2016-07-01,Pennsylvania,86137
2016-07-01,Puerto Rico,1331
2016-07-01,Rhode Island,2368
2016-07-01,South Carolina,32730
2016-07-01,South Dakota,7406
2016-07-01,Tennessee,57653
2016-07-01,Texas,127207
2016-07-01,Utah,17608
2016-07-01,Vermont,2674
2016-07-01,Virgin Islands,105
2016-07-01,Virginia,43574
2016-07-01,Washington,47887
2016-07-01,West Virginia,16791
2016-07-01,Wisconsin,38922
2016-07-01,Wyoming,4585
2016-06-01,Alabama,44976
2016-06-01,Alaska,7406
2016-06-01,Arizona,32540
2016-06-01,Arkansas,18779
2016-06-01,California,173846
2016-06-01,Colorado,41134
2016-06-01,Connecticut,33475
2016-06-01,Delaware,4987
2016-06-01,District of Columbia,72
2016-06-01,Florida,125567
2016-06-01,Georgia,42626
2016-06-01,Guam,164
2016-06-01,Hawaii,1754
2016-06-01,Idaho,12947
2016-06-01,Illinois,164500
2016-06-01,Indiana,94326
2016-06-01,Iowa,12209
2016-06-01,Kansas,12364
2016-06-01,Kentucky,360293
2016-06-01,Louisiana,26278
2016-06-01,Maine,7858
2016-06-01,Mariana Islands,1
2016-06-01,Maryland,11647
2016-06-01,Massachusetts,17743
2016-06-01,Michigan,39580
2016-06-01,Minnesota,47916
2016-06-01,Mississippi,17507
2016-06-01,Missouri,45384
2016-06-01,Montana,10610
2016-06-01,Nebraska,5777
2016-06-01,Nevada,11771
2016-06-01,New Hampshire,12661
2016-06-01,New Jersey,10806
2016-06-01,New Mexico,12560
2016-06-01,New York,28472
2016-06-01,North Carolina,44535
2016-06-01,North Dakota,6568
2016-06-01,Ohio,60366
2016-06-01,Oklahoma,26167
2016-06-01,Oregon,25502
2016-06-01,Pennsylvania,80806
2016-06-01,Puerto Rico,1298
2016-06-01,Rhode Island,2302
2016-06-01,South Carolina,30209
2016-06-01,South Dakota,7519
2016-06-01,Tennessee,56218
2016-06-01,Texas,120263
2016-06-01,Utah,28189
2016-06-01,Vermont,2688
2016-06-01,Virgin Islands,106
2016-06-01,Virginia,37593
2016-06-01,Washington,50487
2016-06-01,West Virginia,16423
2016-06-01,Wisconsin,30747
2016-06-01,Wyoming,4812
2016-05-01,Alabama,36157
2016-05-01,Alaska,5991
2016-05-01,Arizona,28671
2016-05-01,Arkansas,16422
2016-05-01,California,166035
2016-05-01,Colorado,36512
2016-05-01,Connecticut,29247
2016-05-01,Delaware,4355
2016-05-01,District of Columbia,110
2016-05-01,Florida,94732
2016-05-01,Georgia,33740
2016-05-01,Guam,194
2016-05-01,Hawaii,1316
2016-05-01,Idaho,8658
2016-05-01,Illinois,119574
2016-05-01,Indiana,119897
2016-05-01,Iowa,12578
2016-05-01,Kansas,10559
2016-05-01,Kentucky,321666
2016-05-01,Louisiana,20462
2016-05-01,Maine,6572
2016-05-01,Mariana Islands,1
2016-05-01,Maryland,11176
2016-05-01,Massachusetts,15449
2016-05-01,Michigan,37823
2016-05-01,Minnesota,42135
2016-05-01,Mississippi,15159
2016-05-01,Missouri,40752
2016-05-01,Montana,9551
2016-05-01,Nebraska,4956
2016-05-01,Nevada,10105
2016-05-01,New Hampshire,10869
2016-05-01,New Jersey,9770
2016-05-01,New Mexico,10847
2016-05-01,New York,26336
2016-05-01,North Carolina,38727
2016-05-01,North Dakota,4620
2016-05-01,Ohio,58406
2016-05-01,Oklahoma,21379
2016-05-01,Oregon,21266
2016-05-01,Pennsylvania,70244
2016-05-01,Puerto Rico,1202
2016-05-01,Rhode Island,1648
2016-05-01,South Carolina,24923
2016-05-01,South Dakota,6403
2016-05-01,Tennessee,44044
2016-05-01,Texas,104134
2016-05-01,Utah,24045
2016-05-01,Vermont,2247
2016-05-01,Virgin Islands,112
2016-05-01,Virginia,30787
2016-05-01,Washington,41282
2016-05-01,West Virginia,14918
2016-05-01,Wisconsin,27431
2016-05-01,Wyoming,4504
2016-04-01,Alabama,41239
2016-04-01,Alaska,6867
2016-04-01,Arizona,32005
2016-04-01,Arkansas,19048
2016-04-01,California,171256
2016-04-01,Colorado,41636
2016-04-01,Connecticut,32657
2016-04-01,Delaware,4316
2016-04-01,District of Columbia,69
2016-04-01,Florida,104114
2016-04-01,Georgia,41265
2016-04-01,Guam,160
2016-04-01,Hawaii,1453
2016-04-01,Idaho,10638
2016-04-01,Illinois,154306
2016-04-01,Indiana,126579
2016-04-01,Iowa,15435
2016-04-01,Kansas,13227
2016-04-01,Kentucky,306214
2016-04-01,Louisiana,23719
2016-04-01,Maine,8567
2016-04-01,Mariana Islands,0
2016-04-01,Maryland,13007
2016-04-01,Massachusetts,17505
2016-04-01,Michigan,48163
2016-04-01,Minnesota,57100
2016-04-01,Mississippi,17182
2016-04-01,Missouri,49098
2016-04-01,Montana,10728
2016-04-01,Nebraska,6280
2016-04-01,Nevada,11803
2016-04-01,New Hampshire,12630
2016-04-01,New Jersey,10465
2016-04-01,New Mexico,12421
2016-04-01,New York,31789
2016-04-01,North Carolina,43592
2016-04-01,North Dakota,6039
2016-04-01,Ohio,71881
2016-04-01,Oklahoma,26489
2016-04-01,Oregon,23132
2016-04-01,Pennsylvania,88140
2016-04-01,Puerto Rico,1185
2016-04-01,Rhode Island,2125
2016-04-01,South Carolina,30929
2016-04-01,South Dakota,8275
2016-04-01,Tennessee,57837
2016-04-01,Texas,126292
2016-04-01,Utah,30706
2016-04-01,Vermont,3220
2016-04-01,Virgin Islands,85
2016-04-01,Virginia,36219
2016-04-01,Washington,65565
2016-04-01,West Virginia,17825
2016-04-01,Wisconsin,38403
2016-04-01,Wyoming,5029
2016-03-01,Alabama,55486
2016-03-01,Alaska,6982
2016-03-01,Arizona,35795
2016-03-01,Arkansas,24390
2016-03-01,California,201041
2016-03-01,Colorado,46430
2016-03-01,Connecticut,35332
2016-03-01,Delaware,4986
2016-03-01,District of Columbia,85
2016-03-01,Florida,119207
2016-03-01,Georgia,55396
2016-03-01,Guam,188
2016-03-01,Hawaii,1469
2016-03-01,Idaho,13824
2016-03-01,Illinois,175762
2016-03-01,Indiana,151821
2016-03-01,Iowa,23526
2016-03-01,Kansas,16593
2016-03-01,Kentucky,321318
2016-03-01,Louisiana,26552
2016-03-01,Maine,9429
2016-03-01,Mariana Islands,1
2016-03-01,Maryland,14546
2016-03-01,Massachusetts,20450
2016-03-01,Michigan,59827
2016-03-01,Minnesota,56311
2016-03-01,Mississippi,21727
2016-03-01,Missouri,64449
2016-03-01,Montana,11967
2016-03-01,Nebraska,8315
2016-03-01,Nevada,13550
2016-03-01,New Hampshire,14498
2016-03-01,New Jersey,11138
2016-03-01,New Mexico,13999
2016-03-01,New York,34781
2016-03-01,North Carolina,53581
2016-03-01,North Dakota,6281
2016-03-01,Ohio,85267
2016-03-01,Oklahoma,29112
2016-03-01,Oregon,27093
2016-03-01,Pennsylvania,105145
2016-03-01,Puerto Rico,1188
2016-03-01,Rhode Island,2516
2016-03-01,South Carolina,38503
2016-03-01,South Dakota,9178
2016-03-01,Tennessee,51955
2016-03-01,Texas,152465
2016-03-01,Utah,30548
2016-03-01,Vermont,3861
2016-03-01,Virgin Islands,90
2016-03-01,Virginia,42741
2016-03-01,Washington,126000
2016-03-01,West Virginia,22143
2016-03-01,Wisconsin,44925
2016-03-01,Wyoming,5302
2016-02-01,Alabama,77411
2016-02-01,Alaska,6779
2016-02-01,Arizona,35307
2016-02-01,Arkansas,27506
2016-02-01,California,214844
2016-02-01,Colorado,47302
2016-02-01,Connecticut,32110
2016-02-01,Delaware,5173
2016-02-01,District of Columbia,95
2016-02-01,Florida,132010
2016-02-01,Georgia,66777
2016-02-01,Guam,141
2016-02-01,Hawaii,1424
2016-02-01,Idaho,15520
2016-02-01,Illinois,169908
2016-02-01,Indiana,221556
2016-02-01,Iowa,23728
2016-02-01,Kansas,19817
2016-02-01,Kentucky,266913
2016-02-01,Louisiana,32939
2016-02-01,Maine,9868
2016-02-01,Mariana Islands,1
2016-02-01,Maryland,14735
2016-02-01,Massachusetts,17835
2016-02-01,Michigan,61421
2016-02-01,Minnesota,50144
2016-02-01,Mississippi,28656
2016-02-01,Missouri,67682
2016-02-01,Montana,12644
2016-02-01,Nebraska,8576
2016-02-01,Nevada,14342
2016-02-01,New Hampshire,14577
2016-02-01,New Jersey,9811
2016-02-01,New Mexico,16662
2016-02-01,New York,34195
2016-02-01,North Carolina,58096
2016-02-01,North Dakota,5799
2016-02-01,Ohio,90222
2016-02-01,Oklahoma,37589
2016-02-01,Oregon,28869
2016-02-01,Pennsylvania,104116
2016-02-01,Puerto Rico,1088
2016-02-01,Rhode Island,2392
2016-02-01,South Carolina,39376
2016-02-01,South Dakota,10732
2016-02-01,Tennessee,68503
2016-02-01,Texas,192417
2016-02-01,Utah,22999
2016-02-01,Vermont,4173
2016-02-01,Virgin Islands,115
2016-02-01,Virginia,47955
2016-02-01,Washington,56043
2016-02-01,West Virginia,27216
2016-02-01,Wisconsin,42855
2016-02-01,Wyoming,5703
2016-01-01,Alabama,73218
2016-01-01,Alaska,6085
2016-01-01,Arizona,31910
2016-01-01,Arkansas,20437
2016-01-01,California,220912
2016-01-01,Colorado,48214
2016-01-01,Connecticut,31712
2016-01-01,Delaware,4886
2016-01-01,District of Columbia,82
2016-01-01,Florida,125935
2016-01-01,Georgia,62707
2016-01-01,Guam,176
2016-01-01,Hawaii,1383
2016-01-01,Idaho,13197
2016-01-01,Illinois,189400
2016-01-01,Indiana,230892
2016-01-01,Iowa,26714
2016-01-01,Kansas,19443
2016-01-01,Kentucky,302383
2016-01-01,Louisiana,32192
2016-01-01,Maine,8844
2016-01-01,Mariana Islands,3
2016-01-01,Maryland,13321
2016-01-01,Massachusetts,20208
2016-01-01,Michigan,56723
2016-01-01,Minnesota,50842
2016-01-01,Mississippi,21330
2016-01-01,Missouri,61257
2016-01-01,Montana,10722
2016-01-01,Nebraska,11116
2016-01-01,Nevada,12291
2016-01-01,New Hampshire,16887
2016-01-01,New Jersey,8683
2016-01-01,New Mexico,12577
2016-01-01,New York,34071
2016-01-01,North Carolina,51646
2016-01-01,North Dakota,5877
2016-01-01,Ohio,76218
2016-01-01,Oklahoma,34889
2016-01-01,Oregon,26378
2016-01-01,Pennsylvania,102170
2016-01-01,Puerto Rico,1133
2016-01-01,Rhode Island,2617
2016-01-01,South Carolina,31396
2016-01-01,South Dakota,10220
2016-01-01,Tennessee,62789
2016-01-01,Texas,164088
2016-01-01,Utah,19968
2016-01-01,Vermont,3451
2016-01-01,Virgin Islands,100
2016-01-01,Virginia,44181
2016-01-01,Washington,58050
2016-01-01,West Virginia,18985
2016-01-01,Wisconsin,39561
2016-01-01,Wyoming,5676
2015-12-01,Alabama,120914
2015-12-01,Alaska,11055
2015-12-01,Arizona,47759
2015-12-01,Arkansas,36886
2015-12-01,California,252946
2015-12-01,Colorado,64547
2015-12-01,Connecticut,36673
2015-12-01,Delaware,7670
2015-12-01,District of Columbia,95
2015-12-01,Florida,168935
2015-12-01,Georgia,96508
2015-12-01,Guam,218
2015-12-01,Hawaii,1644
2015-12-01,Idaho,18544
2015-12-01,Illinois,182255
2015-12-01,Indiana,214035
2015-12-01,Iowa,25941
2015-12-01,Kansas,28091
2015-12-01,Kentucky,308824
2015-12-01,Louisiana,59760
2015-12-01,Maine,14076
2015-12-01,Mariana Islands,1
2015-12-01,Maryland,17832
2015-12-01,Massachusetts,22723
2015-12-01,Michigan,76882
2015-12-01,Minnesota,64181
2015-12-01,Mississippi,44727
2015-12-01,Missouri,89366
2015-12-01,Montana,16667
2015-12-01,Nebraska,14768
2015-12-01,Nevada,18649
2015-12-01,New Hampshire,20626
2015-12-01,New Jersey,11018
2015-12-01,New Mexico,19335
2015-12-01,New York,48515
2015-12-01,North Carolina,76441
2015-12-01,North Dakota,8304
2015-12-01,Ohio,119897
2015-12-01,Oklahoma,56119
2015-12-01,Oregon,41065
2015-12-01,Pennsylvania,153826
2015-12-01,Puerto Rico,1335
2015-12-01,Rhode Island,3363
2015-12-01,South Carolina,48614
2015-12-01,South Dakota,14660
2015-12-01,Tennessee,100586
2015-12-01,Texas,241791
2015-12-01,Utah,31645
2015-12-01,Vermont,4731
2015-12-01,Virgin Islands,115
2015-12-01,Virginia,72526
2015-12-01,Washington,73158
2015-12-01,West Virginia,36037
2015-12-01,Wisconsin,52450
2015-12-01,Wyoming,8870
2015-11-01,Alabama,71137
2015-11-01,Alaska,7095
2015-11-01,Arizona,27087
2015-11-01,Arkansas,25048
2015-11-01,California,180116
2015-11-01,Colorado,42271
2015-11-01,Connecticut,26438
2015-11-01,Delaware,5040
2015-11-01,District of Columbia,64
2015-11-01,Florida,103532
2015-11-01,Georgia,50795
2015-11-01,Guam,171
2015-11-01,Hawaii,1252
2015-11-01,Idaho,11925
2015-11-01,Illinois,129861
2015-11-01,Indiana,130333
2015-11-01,Iowa,13794
2015-11-01,Kansas,18433
2015-11-01,Kentucky,295891
2015-11-01,Louisiana,37752
2015-11-01,Maine,9297
2015-11-01,Mariana Islands,0
2015-11-01,Maryland,13463
2015-11-01,Massachusetts,15885
2015-11-01,Michigan,50278
2015-11-01,Minnesota,44023
2015-11-01,Mississippi,27504
2015-11-01,Missouri,55031
2015-11-01,Montana,10415
2015-11-01,Nebraska,8299
2015-11-01,Nevada,10632
2015-11-01,New Hampshire,12850
2015-11-01,New Jersey,8313
2015-11-01,New Mexico,12721
2015-11-01,New York,36421
2015-11-01,North Carolina,49217
2015-11-01,North Dakota,6288
2015-11-01,Ohio,81616
2015-11-01,Oklahoma,35457
2015-11-01,Oregon,25453
2015-11-01,Pennsylvania,103836
2015-11-01,Puerto Rico,1242
2015-11-01,Rhode Island,2101
2015-11-01,South Carolina,32064
2015-11-01,South Dakota,9727
2015-11-01,Tennessee,63670
2015-11-01,Texas,146982
2015-11-01,Utah,21772
2015-11-01,Vermont,3136
2015-11-01,Virgin Islands,109
2015-11-01,Virginia,48010
2015-11-01,Washington,43989
2015-11-01,West Virginia,25063
2015-11-01,Wisconsin,38541
2015-11-01,Wyoming,5017
2015-10-01,Alabama,61156
2015-10-01,Alaska,9941
2015-10-01,Arizona,26501
2015-10-01,Arkansas,23409
2015-10-01,California,163211
2015-10-01,Colorado,37785
2015-10-01,Connecticut,23918
2015-10-01,Delaware,4052
2015-10-01,District of Columbia,76
2015-10-01,Florida,94518
2015-10-01,Georgia,45420
2015-10-01,Guam,213
2015-10-01,Hawaii,1380
2015-10-01,Idaho,11986
2015-10-01,Illinois,95886
2015-10-01,Indiana,100220
2015-10-01,Iowa,10725
2015-10-01,Kansas,14469
2015-10-01,Kentucky,276162
2015-10-01,Louisiana,33300
2015-10-01,Maine,11245
2015-10-01,Mariana Islands,1
2015-10-01,Maryland,11832
2015-10-01,Massachusetts,13947
2015-10-01,Michigan,43822
2015-10-01,Minnesota,50060
2015-10-01,Mississippi,20862
2015-10-01,Missouri,49890
2015-10-01,Montana,12988
2015-10-01,Nebraska,6880
2015-10-01,Nevada,9456
2015-10-01,New Hampshire,11664
2015-10-01,New Jersey,7315
2015-10-01,New Mexico,12381
2015-10-01,New York,33282
2015-10-01,North Carolina,46020
2015-10-01,North Dakota,7547
2015-10-01,Ohio,62456
2015-10-01,Oklahoma,28582
2015-10-01,Oregon,25405
2015-10-01,Pennsylvania,82552
2015-10-01,Puerto Rico,1288
2015-10-01,Rhode Island,1944
2015-10-01,South Carolina,26030
2015-10-01,South Dakota,10920
2015-10-01,Tennessee,51134
2015-10-01,Texas,126327
2015-10-01,Utah,19046
2015-10-01,Vermont,3259
2015-10-01,Virgin Islands,100
2015-10-01,Virginia,38959
2015-10-01,Washington,45061
2015-10-01,West Virginia,21388
2015-10-01,Wisconsin,36111
2015-10-01,Wyoming,5166
2015-09-01,Alabama,56228
2015-09-01,Alaska,6195
2015-09-01,Arizona,25464
2015-09-01,Arkansas,21834
2015-09-01,California,125441
2015-09-01,Colorado,34229
2015-09-01,Connecticut,21775
2015-09-01,Delaware,3360
2015-09-01,District of Columbia,41
2015-09-01,Florida,85246
2015-09-01,Georgia,41685
2015-09-01,Guam,181
2015-09-01,Hawaii,1270
2015-09-01,Idaho,11078
2015-09-01,Illinois,94476
2015-09-01,Indiana,83928
2015-09-01,Iowa,9865
2015-09-01,Kansas,12731
2015-09-01,Kentucky,262693
2015-09-01,Louisiana,39053
2015-09-01,Maine,8648
2015-09-01,Mariana Islands,1
2015-09-01,Maryland,8912
2015-09-01,Massachusetts,12092
2015-09-01,Michigan,48331
2015-09-01,Minnesota,43688
2015-09-01,Mississippi,23398
2015-09-01,Missouri,40511
2015-09-01,Montana,11302
2015-09-01,Nebraska,5433
2015-09-01,Nevada,9821
2015-09-01,New Hampshire,10094
2015-09-01,New Jersey,6056
2015-09-01,New Mexico,11570
2015-09-01,New York,28204
2015-09-01,North Carolina,42348
2015-09-01,North Dakota,5619
2015-09-01,Ohio,53928
2015-09-01,Oklahoma,25154
2015-09-01,Oregon,21650
2015-09-01,Pennsylvania,70156
2015-09-01,Puerto Rico,1300
2015-09-01,Rhode Island,1566
2015-09-01,South Carolina,24395
2015-09-01,South Dakota,7949
2015-09-01,Tennessee,52313
2015-09-01,Texas,122503
2015-09-01,Utah,22343
2015-09-01,Vermont,2681
2015-09-01,Virgin Islands,134
2015-09-01,Virginia,34030
2015-09-01,Washington,40441
2015-09-01,West Virginia,17801
2015-09-01,Wisconsin,30630
2015-09-01,Wyoming,4968
2015-08-01,Alabama,62770
2015-08-01,Alaska,6976
2015-08-01,Arizona,25003
2015-08-01,Arkansas,21087
2015-08-01,California,125122
2015-08-01,Colorado,36156
2015-08-01,Connecticut,21514
2015-08-01,Delaware,3459
2015-08-01,District of Columbia,67
2015-08-01,Florida,87429
2015-08-01,Georgia,40519
2015-08-01,Guam,147
2015-08-01,Hawaii,1175
2015-08-01,Idaho,9792
2015-08-01,Illinois,94314
2015-08-01,Indiana,66212
2015-08-01,Iowa,8592
2015-08-01,Kansas,13366
2015-08-01,Kentucky,286463
2015-08-01,Louisiana,30880
2015-08-01,Maine,7283
2015-08-01,Mariana Islands,1
2015-08-01,Maryland,8606
2015-08-01,Massachusetts,12792
2015-08-01,Michigan,33600
2015-08-01,Minnesota,39036
2015-08-01,Mississippi,18376
2015-08-01,Missouri,40259
2015-08-01,Montana,10130
2015-08-01,Nebraska,5418
2015-08-01,Nevada,8818
2015-08-01,New Hampshire,10185
2015-08-01,New Jersey,6537
2015-08-01,New Mexico,11179
2015-08-01,New York,23978
2015-08-01,North Carolina,39565
2015-08-01,North Dakota,5148
2015-08-01,Ohio,51999
2015-08-01,Oklahoma,26376
2015-08-01,Oregon,19393
2015-08-01,Pennsylvania,69162
2015-08-01,Puerto Rico,1357
2015-08-01,Rhode Island,1477
2015-08-01,South Carolina,25047
2015-08-01,South Dakota,7369
2015-08-01,Tennessee,49128
2015-08-01,Texas,122233
2015-08-01,Utah,19717
2015-08-01,Vermont,2466
2015-08-01,Virgin Islands,100
2015-08-01,Virginia,32147
2015-08-01,Washington,36031
2015-08-01,West Virginia,16720
2015-08-01,Wisconsin,28396
2015-08-01,Wyoming,4839
2015-07-01,Alabama,56762
2015-07-01,Alaska,6029
2015-07-01,Arizona,23779
2015-07-01,Arkansas,17694
2015-07-01,California,140365
2015-07-01,Colorado,31280
2015-07-01,Connecticut,22195
2015-07-01,Delaware,3275
2015-07-01,District of Columbia,64
2015-07-01,Florida,83877
2015-07-01,Georgia,39608
2015-07-01,Guam,186
2015-07-01,Hawaii,1157
2015-07-01,Idaho,8675
2015-07-01,Illinois,95297
2015-07-01,Indiana,52154
2015-07-01,Iowa,8356
2015-07-01,Kansas,12248
2015-07-01,Kentucky,220018
2015-07-01,Louisiana,23822
2015-07-01,Maine,6549
2015-07-01,Mariana Islands,1
2015-07-01,Maryland,8595
2015-07-01,Massachusetts,11898
2015-07-01,Michigan,32153
2015-07-01,Minnesota,31732
2015-07-01,Mississippi,16575
2015-07-01,Missouri,37539
2015-07-01,Montana,8713
2015-07-01,Nebraska,4596
2015-07-01,Nevada,8829
2015-07-01,New Hampshire,9404
2015-07-01,New Jersey,6588
2015-07-01,New Mexico,10404
2015-07-01,New York,21821
2015-07-01,North Carolina,37651
2015-07-01,North Dakota,4593
2015-07-01,Ohio,49952
2015-07-01,Oklahoma,23594
2015-07-01,Oregon,18003
2015-07-01,Pennsylvania,65250
2015-07-01,Puerto Rico,1342
2015-07-01,Rhode Island,1461
2015-07-01,South Carolina,25017
2015-07-01,South Dakota,5914
2015-07-01,Tennessee,57873
2015-07-01,Texas,106013
2015-07-01,Utah,17259
2015-07-01,Vermont,2219
