month,state,totals
2015-07-01,Virgin Islands,159
2015-07-01,Virginia,32419
2015-07-01,Washington,34177
2015-07-01,West Virginia,15607
2015-07-01,Wisconsin,24350
2015-07-01,Wyoming,4371
2015-06-01,Alabama,45952
2015-06-01,Alaska,5830
2015-06-01,Arizona,22999
2015-06-01,Arkansas,15372
2015-06-01,California,112704
2015-06-01,Colorado,31777
2015-06-01,Connecticut,24605
2015-06-01,Delaware,3332
2015-06-01,District of Columbia,49
2015-06-01,Florida,79101
2015-06-01,Georgia,34674
2015-06-01,Guam,184
2015-06-01,Hawaii,1213
2015-06-01,Idaho,9373
2015-06-01,Illinois,80431
2015-06-01,Indiana,62755
2015-06-01,Iowa,7359
2015-06-01,Kansas,10463
2015-06-01,Kentucky,242027
2015-06-01,Louisiana,21042
2015-06-01,Maine,6151
2015-06-01,Mariana Islands,2
2015-06-01,Maryland,8826
2015-06-01,Massachusetts,11383
2015-06-01,Michigan,30723
2015-06-01,Minnesota,33553
2015-06-01,Mississippi,13111
2015-06-01,Missouri,37010
2015-06-01,Montana,8529
2015-06-01,Nebraska,4369
2015-06-01,Nevada,9186
2015-06-01,New Hampshire,9881
2015-06-01,New Jersey,7007
2015-06-01,New Mexico,9969
2015-06-01,New York,22717
2015-06-01,North Carolina,33889
2015-06-01,North Dakota,4481
2015-06-01,Ohio,49297
2015-06-01,Oklahoma,21793
2015-06-01,Oregon,17765
2015-06-01,Pennsylvania,64122
2015-06-01,Puerto Rico,1499
2015-06-01,Rhode Island,1512
2015-06-01,South Carolina,20763
2015-06-01,South Dakota,5645
2015-06-01,Tennessee,42558
2015-06-01,Texas,106461
2015-06-01,Utah,20684
2015-06-01,Vermont,2135
2015-06-01,Virgin Islands,104
2015-06-01,Virginia,27904
2015-06-01,Washington,32783
2015-06-01,West Virginia,14695
2015-06-01,Wisconsin,22715
2015-06-01,Wyoming,4388
2015-05-01,Alabama,45128
2015-05-01,Alaska,6168
2015-05-01,Arizona,24503
2015-05-01,Arkansas,16258
2015-05-01,California,119574
2015-05-01,Colorado,33062
2015-05-01,Connecticut,24571
2015-05-01,Delaware,3683
2015-05-01,District of Columbia,53
2015-05-01,Florida,77601
2015-05-01,Georgia,32956
2015-05-01,Guam,148
2015-05-01,Hawaii,1145
2015-05-01,Idaho,9975
2015-05-01,Illinois,76538
2015-05-01,Indiana,64608
2015-05-01,Iowa,7597
2015-05-01,Kansas,12249
2015-05-01,Kentucky,271614
2015-05-01,Louisiana,20941
2015-05-01,Maine,5860
2015-05-01,Mariana Islands,1
2015-05-01,Maryland,8105
2015-05-01,Massachusetts,11907
2015-05-01,Michigan,32961
2015-05-01,Minnesota,37779
2015-05-01,Mississippi,13803
2015-05-01,Missouri,37565
2015-05-01,Montana,9364
2015-05-01,Nebraska,4500
2015-05-01,Nevada,9959
2015-05-01,New Hampshire,10564
2015-05-01,New Jersey,6704
2015-05-01,New Mexico,11021
2015-05-01,New York,21977
2015-05-01,North Carolina,32357
2015-05-01,North Dakota,4683
2015-05-01,Ohio,49428
2015-05-01,Oklahoma,23210
2015-05-01,Oregon,19292
2015-05-01,Pennsylvania,62676
2015-05-01,Puerto Rico,1477
2015-05-01,Rhode Island,1543
2015-05-01,South Carolina,20254
2015-05-01,South Dakota,6436
2015-05-01,Tennessee,40597
2015-05-01,Texas,111012
2015-05-01,Utah,18544
2015-05-01,Vermont,2172
2015-05-01,Virgin Islands,118
2015-05-01,Virginia,28447
2015-05-01,Washington,33943
2015-05-01,West Virginia,15288
2015-05-01,Wisconsin,24362
2015-05-01,Wyoming,4612
2015-04-01,Alabama,46971
2015-04-01,Alaska,7030
2015-04-01,Arizona,24762
2015-04-01,Arkansas,17135
2015-04-01,California,114686
2015-04-01,Colorado,34688
2015-04-01,Connecticut,26677
2015-04-01,Delaware,3665
2015-04-01,District of Columbia,51
2015-04-01,Florida,81456
2015-04-01,Georgia,35901
2015-04-01,Guam,146
2015-04-01,Hawaii,1329
2015-04-01,Idaho,10686
2015-04-01,Illinois,118541
2015-04-01,Indiana,67791
2015-04-01,Iowa,11113
2015-04-01,Kansas,14044
2015-04-01,Kentucky,253890
2015-04-01,Louisiana,21000
2015-04-01,Maine,6608
2015-04-01,Mariana Islands,2
2015-04-01,Maryland,10464
2015-04-01,Massachusetts,14211
2015-04-01,Michigan,36840
2015-04-01,Minnesota,44682
2015-04-01,Mississippi,14292
2015-04-01,Missouri,42187
2015-04-01,Montana,9473
2015-04-01,Nebraska,5325
2015-04-01,Nevada,9830
2015-04-01,New Hampshire,10849
2015-04-01,New Jersey,7594
2015-04-01,New Mexico,11299
2015-04-01,New York,26818
2015-04-01,North Carolina,37520
2015-04-01,North Dakota,5225
2015-04-01,Ohio,59965
2015-04-01,Oklahoma,26152
2015-04-01,Oregon,20563
2015-04-01,Pennsylvania,74820
2015-04-01,Puerto Rico,1168
2015-04-01,Rhode Island,1710
2015-04-01,South Carolina,22801
2015-04-01,South Dakota,6951
2015-04-01,Tennessee,44972
2015-04-01,Texas,106032
2015-04-01,Utah,20361
2015-04-01,Vermont,3081
2015-04-01,Virgin Islands,115
2015-04-01,Virginia,31657
2015-04-01,Washington,38008
2015-04-01,West Virginia,18739
2015-04-01,Wisconsin,31164
2015-04-01,Wyoming,4697
2015-03-01,Alabama,57152
2015-03-01,Alaska,7223
2015-03-01,Arizona,28402
2015-03-01,Arkansas,20397
2015-03-01,California,199833
2015-03-01,Colorado,37740
2015-03-01,Connecticut,30302
2015-03-01,Delaware,4610
2015-03-01,District of Columbia,68
2015-03-01,Florida,93683
2015-03-01,Georgia,48200
2015-03-01,Guam,161
2015-03-01,Hawaii,1344
2015-03-01,Idaho,12234
2015-03-01,Illinois,96770
2015-03-01,Indiana,83305
2015-03-01,Iowa,14948
2015-03-01,Kansas,16337
2015-03-01,Kentucky,281518
2015-03-01,Louisiana,26788
2015-03-01,Maine,7438
2015-03-01,Mariana Islands,2
2015-03-01,Maryland,10656
2015-03-01,Massachusetts,16296
2015-03-01,Michigan,43233
2015-03-01,Minnesota,51987
2015-03-01,Mississippi,18635
2015-03-01,Missouri,52566
2015-03-01,Montana,10863
2015-03-01,Nebraska,6796
2015-03-01,Nevada,11192
2015-03-01,New Hampshire,11780
2015-03-01,New Jersey,8529
2015-03-01,New Mexico,13587
2015-03-01,New York,29889
2015-03-01,North Carolina,45196
2015-03-01,North Dakota,6517
2015-03-01,Ohio,62389
2015-03-01,Oklahoma,29926
2015-03-01,Oregon,23895
2015-03-01,Pennsylvania,92329
2015-03-01,Puerto Rico,1377
2015-03-01,Rhode Island,1953
2015-03-01,South Carolina,26546
2015-03-01,South Dakota,8923
2015-03-01,Tennessee,40064
2015-03-01,Texas,129368
2015-03-01,Utah,23422
2015-03-01,Vermont,3115
2015-03-01,Virgin Islands,96
2015-03-01,Virginia,39427
2015-03-01,Washington,43542
2015-03-01,West Virginia,25804
2015-03-01,Wisconsin,37433
2015-03-01,Wyoming,5459
2015-02-01,Alabama,62220
2015-02-01,Alaska,6731
2015-02-01,Arizona,30563
2015-02-01,Arkansas,24042
2015-02-01,California,113789
2015-02-01,Colorado,37520
2015-02-01,Connecticut,24291
2015-02-01,Delaware,4137
2015-02-01,District of Columbia,53
2015-02-01,Florida,103809
2015-02-01,Georgia,57432
2015-02-01,Guam,147
2015-02-01,Hawaii,1193
2015-02-01,Idaho,12820
2015-02-01,Illinois,86317
2015-02-01,Indiana,84043
2015-02-01,Iowa,16457
2015-02-01,Kansas,18262
2015-02-01,Kentucky,198493
2015-02-01,Louisiana,33759
2015-02-01,Maine,6166
2015-02-01,Mariana Islands,5
2015-02-01,Maryland,9092
2015-02-01,Massachusetts,11039
2015-02-01,Michigan,38502
2015-02-01,Minnesota,40699
2015-02-01,Mississippi,23970
2015-02-01,Missouri,55680
2015-02-01,Montana,11027
2015-02-01,Nebraska,6715
2015-02-01,Nevada,11626
2015-02-01,New Hampshire,9085
2015-02-01,New Jersey,7229
2015-02-01,New Mexico,13832
2015-02-01,New York,25920
2015-02-01,North Carolina,48473
2015-02-01,North Dakota,5512
2015-02-01,Ohio,59899
2015-02-01,Oklahoma,34307
2015-02-01,Oregon,24213
2015-02-01,Pennsylvania,81379
2015-02-01,Puerto Rico,1282
2015-02-01,Rhode Island,1777
2015-02-01,South Carolina,31543
2015-02-01,South Dakota,9065
2015-02-01,Tennessee,53761
2015-02-01,Texas,140229
2015-02-01,Utah,20627
2015-02-01,Vermont,3220
2015-02-01,Virgin Islands,113
2015-02-01,Virginia,40786
2015-02-01,Washington,43129
2015-02-01,West Virginia,24248
2015-02-01,Wisconsin,32541
2015-02-01,Wyoming,5539
2015-01-01,Alabama,51119
2015-01-01,Alaska,5348
2015-01-01,Arizona,24620
2015-01-01,Arkansas,18184
2015-01-01,California,113292
2015-01-01,Colorado,33007
2015-01-01,Connecticut,24791
2015-01-01,Delaware,4133
2015-01-01,District of Columbia,61
2015-01-01,Florida,87895
2015-01-01,Georgia,43248
2015-01-01,Guam,164
2015-01-01,Hawaii,1188
2015-01-01,Idaho,9858
2015-01-01,Illinois,96712
2015-01-01,Indiana,67533
2015-01-01,Iowa,12562
2015-01-01,Kansas,15166
2015-01-01,Kentucky,320778
2015-01-01,Louisiana,24516
2015-01-01,Maine,5423
2015-01-01,Mariana Islands,1
2015-01-01,Maryland,9311
2015-01-01,Massachusetts,13112
2015-01-01,Michigan,33596
2015-01-01,Minnesota,37824
2015-01-01,Mississippi,17119
2015-01-01,Missouri,47271
2015-01-01,Montana,8234
2015-01-01,Nebraska,6241
2015-01-01,Nevada,9482
2015-01-01,New Hampshire,9834
2015-01-01,New Jersey,7144
2015-01-01,New Mexico,10614
2015-01-01,New York,26506
2015-01-01,North Carolina,43199
2015-01-01,North Dakota,5512
2015-01-01,Ohio,47676
2015-01-01,Oklahoma,28606
2015-01-01,Oregon,19429
2015-01-01,Pennsylvania,73321
2015-01-01,Puerto Rico,1225
2015-01-01,Rhode Island,1722
2015-01-01,South Carolina,23923
2015-01-01,South Dakota,6709
2015-01-01,Tennessee,57536
2015-01-01,Texas,115315
2015-01-01,Utah,19394
2015-01-01,Vermont,2373
2015-01-01,Virgin Islands,79
2015-01-01,Virginia,36685
2015-01-01,Washington,38018
2015-01-01,West Virginia,17624
2015-01-01,Wisconsin,24587
2015-01-01,Wyoming,4413
2014-12-01,Alabama,75874
2014-12-01,Alaska,9442
2014-12-01,Arizona,33062
2014-12-01,Arkansas,29453
2014-12-01,California,164170
2014-12-01,Colorado,47309
2014-12-01,Connecticut,27883
2014-12-01,Delaware,5847
2014-12-01,District of Columbia,53
2014-12-01,Florida,107882
2014-12-01,Georgia,60222
2014-12-01,Guam,203
2014-12-01,Hawaii,1389
2014-12-01,Idaho,14948
2014-12-01,Illinois,147220
2014-12-01,Indiana,74495
2014-12-01,Iowa,14335
2014-12-01,Kansas,22119
2014-12-01,Kentucky,295697
2014-12-01,Louisiana,44644
2014-12-01,Maine,8990
2014-12-01,Mariana Islands,0
2014-12-01,Maryland,12462
2014-12-01,Massachusetts,14332
2014-12-01,Michigan,42291
2014-12-01,Minnesota,43152
2014-12-01,Mississippi,32564
2014-12-01,Missouri,64574
2014-12-01,Montana,13177
2014-12-01,Nebraska,8917
2014-12-01,Nevada,12590
2014-12-01,New Hampshire,12247
2014-12-01,New Jersey,8712
2014-12-01,New Mexico,15881
2014-12-01,New York,34849
2014-12-01,North Carolina,56571
2014-12-01,North Dakota,6795
2014-12-01,Ohio,71731
2014-12-01,Oklahoma,45311
2014-12-01,Oregon,28411
2014-12-01,Pennsylvania,95384
2014-12-01,Puerto Rico,1417
2014-12-01,Rhode Island,1988
2014-12-01,South Carolina,34846
2014-12-01,South Dakota,9645
2014-12-01,Tennessee,72934
2014-12-01,Texas,180658
2014-12-01,Utah,26111
2014-12-01,Vermont,3152
2014-12-01,Virgin Islands,94
2014-12-01,Virginia,49939
2014-12-01,Washington,49826
2014-12-01,West Virginia,26935
2014-12-01,Wisconsin,31622
2014-12-01,Wyoming,7031
2014-11-01,Alabama,56324
2014-11-01,Alaska,7851
2014-11-01,Arizona,26203
2014-11-01,Arkansas,25577
2014-11-01,California,132469
2014-11-01,Colorado,36523
2014-11-01,Connecticut,23451
2014-11-01,Delaware,4764
2014-11-01,District of Columbia,45
2014-11-01,Florida,87931
2014-11-01,Georgia,44325
2014-11-01,Guam,160
2014-11-01,Hawaii,1078
2014-11-01,Idaho,10932
2014-11-01,Illinois,104606
2014-11-01,Indiana,136175
2014-11-01,Iowa,10906
2014-11-01,Kansas,18147
2014-11-01,Kentucky,84113
2014-11-01,Louisiana,33557
2014-11-01,Maine,7347
2014-11-01,Mariana Islands,2
2014-11-01,Maryland,12483
2014-11-01,Massachusetts,13258
2014-11-01,Michigan,39561
2014-11-01,Minnesota,38258
2014-11-01,Mississippi,24074
2014-11-01,Missouri,60330
2014-11-01,Montana,10052
2014-11-01,Nebraska,7072
2014-11-01,Nevada,8950
2014-11-01,New Hampshire,10215
2014-11-01,New Jersey,7612
2014-11-01,New Mexico,12308
2014-11-01,New York,33260
2014-11-01,North Carolina,45758
2014-11-01,North Dakota,6217
2014-11-01,Ohio,64249
2014-11-01,Oklahoma,37671
2014-11-01,Oregon,22003
2014-11-01,Pennsylvania,87572
2014-11-01,Puerto Rico,1369
2014-11-01,Rhode Island,1822
2014-11-01,South Carolina,26987
2014-11-01,South Dakota,8620
2014-11-01,Tennessee,55288
2014-11-01,Texas,138837
2014-11-01,Utah,19211
2014-11-01,Vermont,2833
2014-11-01,Virgin Islands,94
2014-11-01,Virginia,43955
2014-11-01,Washington,44282
2014-11-01,West Virginia,24050
2014-11-01,Wisconsin,31027
2014-11-01,Wyoming,5399
2014-10-01,Alabama,50068
2014-10-01,Alaska,9803
2014-10-01,Arizona,25181
2014-10-01,Arkansas,23097
2014-10-01,California,128439
2014-10-01,Colorado,35546
2014-10-01,Connecticut,24547
2014-10-01,Delaware,3802
2014-10-01,District of Columbia,52
2014-10-01,Florida,83962
2014-10-01,Georgia,43186
2014-10-01,Guam,172
2014-10-01,Hawaii,1330
2014-10-01,Idaho,11973
2014-10-01,Illinois,103053
2014-10-01,Indiana,80707
2014-10-01,Iowa,10795
2014-10-01,Kansas,14601
2014-10-01,Kentucky,31756
2014-10-01,Louisiana,29220
2014-10-01,Maine,10133
2014-10-01,Mariana Islands,2
2014-10-01,Maryland,10073
2014-10-01,Massachusetts,14369
2014-10-01,Michigan,40169
2014-10-01,Minnesota,45025
2014-10-01,Mississippi,19086
2014-10-01,Missouri,50021
2014-10-01,Montana,12833
2014-10-01,Nebraska,6735
2014-10-01,Nevada,8873
2014-10-01,New Hampshire,11633
2014-10-01,New Jersey,7435
2014-10-01,New Mexico,12641
2014-10-01,New York,34659
2014-10-01,North Carolina,43204
2014-10-01,North Dakota,7836
2014-10-01,Ohio,53277
2014-10-01,Oklahoma,30881
2014-10-01,Oregon,20667
2014-10-01,Pennsylvania,83119
2014-10-01,Puerto Rico,1402
2014-10-01,Rhode Island,1889
2014-10-01,South Carolina,24311
2014-10-01,South Dakota,9445
2014-10-01,Tennessee,44933
2014-10-01,Texas,122547
2014-10-01,Utah,16476
2014-10-01,Vermont,3101
2014-10-01,Virgin Islands,127
2014-10-01,Virginia,36419
2014-10-01,Washington,41682
2014-10-01,West Virginia,20922
2014-10-01,Wisconsin,33262
2014-10-01,Wyoming,5421
2014-09-01,Alabama,45081
2014-09-01,Alaska,6625
2014-09-01,Arizona,23538
2014-09-01,Arkansas,17053
2014-09-01,California,118856
2014-09-01,Colorado,30504
2014-09-01,Connecticut,22160
2014-09-01,Delaware,3289
2014-09-01,District of Columbia,48
2014-09-01,Florida,77573
2014-09-01,Georgia,35423
2014-09-01,Guam,181
2014-09-01,Hawaii,1153
2014-09-01,Idaho,11211
2014-09-01,Illinois,117143
2014-09-01,Indiana,34547
2014-09-01,Iowa,8494
2014-09-01,Kansas,12558
2014-09-01,Kentucky,80383
2014-09-01,Louisiana,31703
2014-09-01,Maine,7667
2014-09-01,Mariana Islands,2
2014-09-01,Maryland,8480
2014-09-01,Massachusetts,12394
2014-09-01,Michigan,37179
2014-09-01,Minnesota,41988
2014-09-01,Mississippi,20332
2014-09-01,Missouri,39077
2014-09-01,Montana,10880
2014-09-01,Nebraska,5577
2014-09-01,Nevada,8630
2014-09-01,New Hampshire,9668
2014-09-01,New Jersey,6470
2014-09-01,New Mexico,10973
2014-09-01,New York,28575
2014-09-01,North Carolina,35405
2014-09-01,North Dakota,5914
2014-09-01,Ohio,42944
2014-09-01,Oklahoma,25886
2014-09-01,Oregon,19544
2014-09-01,Pennsylvania,71450
2014-09-01,Puerto Rico,1316
2014-09-01,Rhode Island,1570
2014-09-01,South Carolina,20378
2014-09-01,South Dakota,7166
2014-09-01,Tennessee,38227
2014-09-01,Texas,114900
2014-09-01,Utah,17531
2014-09-01,Vermont,2743
2014-09-01,Virgin Islands,112
2014-09-01,Virginia,31726
2014-09-01,Washington,35256
2014-09-01,West Virginia,16952
2014-09-01,Wisconsin,27754
2014-09-01,Wyoming,5296
2014-08-01,Alabama,45465
2014-08-01,Alaska,7816
2014-08-01,Arizona,26519
2014-08-01,Arkansas,15895
2014-08-01,California,119570
2014-08-01,Colorado,32230
2014-08-01,Connecticut,16479
2014-08-01,Delaware,3415
2014-08-01,District of Columbia,47
2014-08-01,Florida,75868
2014-08-01,Georgia,35344
2014-08-01,Guam,162
2014-08-01,Hawaii,1130
2014-08-01,Idaho,10295
2014-08-01,Illinois,91721
2014-08-01,Indiana,37077
2014-08-01,Iowa,7923
2014-08-01,Kansas,11796
2014-08-01,Kentucky,232853
2014-08-01,Louisiana,24409
2014-08-01,Maine,6313
2014-08-01,Mariana Islands,0
2014-08-01,Maryland,8265
2014-08-01,Massachusetts,13949
2014-08-01,Michigan,32189
2014-08-01,Minnesota,37674
2014-08-01,Mississippi,15732
2014-08-01,Missouri,40886
2014-08-01,Montana,9986
2014-08-01,Nebraska,4763
2014-08-01,Nevada,8780
2014-08-01,New Hampshire,9688
2014-08-01,New Jersey,6828
2014-08-01,New Mexico,10816
2014-08-01,New York,27139
2014-08-01,North Carolina,35184
2014-08-01,North Dakota,5239
2014-08-01,Ohio,42044
2014-08-01,Oklahoma,25875
2014-08-01,Oregon,16665
2014-08-01,Pennsylvania,67743
2014-08-01,Puerto Rico,1391
2014-08-01,Rhode Island,1617
2014-08-01,South Carolina,22184
2014-08-01,South Dakota,6261
2014-08-01,Tennessee,39800
2014-08-01,Texas,115497
2014-08-01,Utah,19335
2014-08-01,Vermont,2280
2014-08-01,Virgin Islands,132
2014-08-01,Virginia,30501
2014-08-01,Washington,32674
2014-08-01,West Virginia,15799
2014-08-01,Wisconsin,24467
2014-08-01,Wyoming,4637
2014-07-01,Alabama,43600
2014-07-01,Alaska,6035
2014-07-01,Arizona,21193
2014-07-01,Arkansas,13484
2014-07-01,California,104309
2014-07-01,Colorado,29247
2014-07-01,Connecticut,12620
2014-07-01,Delaware,2960
2014-07-01,District of Columbia,49
2014-07-01,Florida,70230
2014-07-01,Georgia,32987
2014-07-01,Guam,126
2014-07-01,Hawaii,1291
2014-07-01,Idaho,8251
2014-07-01,Illinois,86596
2014-07-01,Indiana,31816
2014-07-01,Iowa,7575
2014-07-01,Kansas,10381
2014-07-01,Kentucky,248979
2014-07-01,Louisiana,17996
2014-07-01,Maine,4923
2014-07-01,Mariana Islands,2
2014-07-01,Maryland,6878
2014-07-01,Massachusetts,12638
2014-07-01,Michigan,29119
2014-07-01,Minnesota,33483
2014-07-01,Mississippi,11995
2014-07-01,Missouri,30494
2014-07-01,Montana,7798
2014-07-01,Nebraska,3704
2014-07-01,Nevada,8108
2014-07-01,New Hampshire,8374
2014-07-01,New Jersey,6792
2014-07-01,New Mexico,9168
2014-07-01,New York,27126
2014-07-01,North Carolina,31117
2014-07-01,North Dakota,4382
2014-07-01,Ohio,37889
2014-07-01,Oklahoma,21917
2014-07-01,Oregon,14896
2014-07-01,Pennsylvania,59582
2014-07-01,Puerto Rico,1219
2014-07-01,Rhode Island,1374
2014-07-01,South Carolina,19093
2014-07-01,South Dakota,4984
2014-07-01,Tennessee,34494
2014-07-01,Texas,94876
2014-07-01,Utah,19385
2014-07-01,Vermont,1868
2014-07-01,Virgin Islands,63
2014-07-01,Virginia,28031
2014-07-01,Washington,31164
2014-07-01,West Virginia,13298
2014-07-01,Wisconsin,19541
2014-07-01,Wyoming,4205
2014-06-01,Alabama,41709
2014-06-01,Alaska,6005
2014-06-01,Arizona,22049
2014-06-01,Arkansas,14177
2014-06-01,California,102639
2014-06-01,Colorado,26802
2014-06-01,Connecticut,13270
2014-06-01,Delaware,2928
2014-06-01,District of Columbia,23
2014-06-01,Florida,70597
2014-06-01,Georgia,30386
2014-06-01,Guam,145
2014-06-01,Hawaii,1210
2014-06-01,Idaho,9745
2014-06-01,Illinois,112407
2014-06-01,Indiana,30807
2014-06-01,Iowa,8569
2014-06-01,Kansas,10053
2014-06-01,Kentucky,214382
2014-06-01,Louisiana,18906
2014-06-01,Maine,4783
2014-06-01,Mariana Islands,1
2014-06-01,Maryland,7320
2014-06-01,Massachusetts,13474
2014-06-01,Michigan,28148
2014-06-01,Minnesota,35400
2014-06-01,Mississippi,11455
2014-06-01,Missouri,30079
2014-06-01,Montana,8454
2014-06-01,Nebraska,3550
2014-06-01,Nevada,9000
2014-06-01,New Hampshire,8534
2014-06-01,New Jersey,6649
2014-06-01,New Mexico,9546
2014-06-01,New York,23810
2014-06-01,North Carolina,32577
2014-06-01,North Dakota,4224
2014-06-01,Ohio,35267
2014-06-01,Oklahoma,21797
2014-06-01,Oregon,16461
2014-06-01,Pennsylvania,56296
2014-06-01,Puerto Rico,1188
2014-06-01,Rhode Island,1251
2014-06-01,South Carolina,19781
2014-06-01,South Dakota,4781
2014-06-01,Tennessee,32665
2014-06-01,Texas,91133
2014-06-01,Utah,23271
2014-06-01,Vermont,1736
2014-06-01,Virgin Islands,105
2014-06-01,Virginia,26351
2014-06-01,Washington,32647
2014-06-01,West Virginia,12646
2014-06-01,Wisconsin,19302
2014-06-01,Wyoming,4644
2014-05-01,Alabama,43111
2014-05-01,Alaska,7166
2014-05-01,Arizona,24566
2014-05-01,Arkansas,17070
2014-05-01,California,120661
2014-05-01,Colorado,31697
2014-05-01,Connecticut,14437
2014-05-01,Delaware,3896
2014-05-01,District of Columbia,31
2014-05-01,Florida,78127
2014-05-01,Georgia,33247
2014-05-01,Guam,166
2014-05-01,Hawaii,1155
2014-05-01,Idaho,9289
2014-05-01,Illinois,92638
2014-05-01,Indiana,36151
2014-05-01,Iowa,8165
2014-05-01,Kansas,10895
2014-05-01,Kentucky,230610
2014-05-01,Louisiana,19085
2014-05-01,Maine,5674
2014-05-01,Mariana Islands,0
2014-05-01,Maryland,7913
2014-05-01,Massachusetts,14087
2014-05-01,Michigan,31109
2014-05-01,Minnesota,34462
2014-05-01,Mississippi,12506
2014-05-01,Missouri,31691
2014-05-01,Montana,8930
2014-05-01,Nebraska,4074
2014-05-01,Nevada,8950
2014-05-01,New Hampshire,10119
2014-05-01,New Jersey,7908
2014-05-01,New Mexico,10235
2014-05-01,New York,25889
2014-05-01,North Carolina,34589
2014-05-01,North Dakota,5216
2014-05-01,Ohio,40586
2014-05-01,Oklahoma,22251
2014-05-01,Oregon,17875
2014-05-01,Pennsylvania,63261
2014-05-01,Puerto Rico,1378
2014-05-01,Rhode Island,1471
2014-05-01,South Carolina,21331
2014-05-01,South Dakota,5167
2014-05-01,Tennessee,33567
2014-05-01,Texas,97814
2014-05-01,Utah,26525
2014-05-01,Vermont,2100
2014-05-01,Virgin Islands,94
2014-05-01,Virginia,27385
2014-05-01,Washington,37636
2014-05-01,West Virginia,14682
2014-05-01,Wisconsin,22493
2014-05-01,Wyoming,5187
2014-04-01,Alabama,46332
2014-04-01,Alaska,8305
2014-04-01,Arizona,25939
2014-04-01,Arkansas,16546
2014-04-01,California,134448
2014-04-01,Colorado,34615
2014-04-01,Connecticut,20715
2014-04-01,Delaware,2822
2014-04-01,District of Columbia,36
2014-04-01,Florida,94323
2014-04-01,Georgia,36533
2014-04-01,Guam,209
2014-04-01,Hawaii,1597
2014-04-01,Idaho,10422
2014-04-01,Illinois,105924
2014-04-01,Indiana,42399
2014-04-01,Iowa,10404
2014-04-01,Kansas,13161
2014-04-01,Kentucky,274155
2014-04-01,Louisiana,19656
2014-04-01,Maine,6890
2014-04-01,Mariana Islands,2
2014-04-01,Maryland,10548
2014-04-01,Massachusetts,16097
2014-04-01,Michigan,36618
2014-04-01,Minnesota,46067
2014-04-01,Mississippi,13044
2014-04-01,Missouri,38283
2014-04-01,Montana,10056
2014-04-01,Nebraska,5240
2014-04-01,Nevada,9819
2014-04-01,New Hampshire,11592
2014-04-01,New Jersey,8472
2014-04-01,New Mexico,10620
2014-04-01,New York,43433
2014-04-01,North Carolina,59495
2014-04-01,North Dakota,6330
2014-04-01,Ohio,48767
2014-04-01,Oklahoma,26310
2014-04-01,Oregon,19475
2014-04-01,Pennsylvania,74553
2014-04-01,Puerto Rico,1221
2014-04-01,Rhode Island,1667
2014-04-01,South Carolina,21621
2014-04-01,South Dakota,6054
2014-04-01,Tennessee,36861
2014-04-01,Texas,101103
2014-04-01,Utah,29587
2014-04-01,Vermont,3114
2014-04-01,Virgin Islands,103
2014-04-01,Virginia,31037
2014-04-01,Washington,46446
2014-04-01,West Virginia,16702
2014-04-01,Wisconsin,32375
2014-04-01,Wyoming,5508
2014-03-01,Alabama,57656
2014-03-01,Alaska,7271
2014-03-01,Arizona,28307
2014-03-01,Arkansas,20173
2014-03-01,California,137660
2014-03-01,Colorado,38547
2014-03-01,Connecticut,36553
2014-03-01,Delaware,3534
2014-03-01,District of Columbia,48
2014-03-01,Florida,104835
2014-03-01,Georgia,45841
2014-03-01,Guam,205
2014-03-01,Hawaii,1333
2014-03-01,Idaho,14322
2014-03-01,Illinois,145597
2014-03-01,Indiana,52880
2014-03-01,Iowa,13686
2014-03-01,Kansas,16410
2014-03-01,Kentucky,280948
2014-03-01,Louisiana,25477
2014-03-01,Maine,7591
2014-03-01,Mariana Islands,0
2014-03-01,Maryland,17071
2014-03-01,Massachusetts,20176
2014-03-01,Michigan,42636
2014-03-01,Minnesota,50582
2014-03-01,Mississippi,17334
2014-03-01,Missouri,46051
2014-03-01,Montana,11045
2014-03-01,Nebraska,6437
2014-03-01,Nevada,11769
2014-03-01,New Hampshire,12519
2014-03-01,New Jersey,9726
2014-03-01,New Mexico,13550
2014-03-01,New York,33819
2014-03-01,North Carolina,541978
2014-03-01,North Dakota,6329
2014-03-01,Ohio,59244
2014-03-01,Oklahoma,30087
2014-03-01,Oregon,24346
2014-03-01,Pennsylvania,93402
2014-03-01,Puerto Rico,1431
2014-03-01,Rhode Island,2208
2014-03-01,South Carolina,28436
2014-03-01,South Dakota,7538
2014-03-01,Tennessee,43344
2014-03-01,Texas,130310
2014-03-01,Utah,22924
2014-03-01,Vermont,3305
2014-03-01,Virgin Islands,108
2014-03-01,Virginia,40700
2014-03-01,Washington,45491
2014-03-01,West Virginia,20942
2014-03-01,Wisconsin,37199
2014-03-01,Wyoming,5699
2014-02-01,Alabama,63947
2014-02-01,Alaska,6353
2014-02-01,Arizona,29657
2014-02-01,Arkansas,24599
2014-02-01,California,111341
2014-02-01,Colorado,36936
2014-02-01,Connecticut,29640
2014-02-01,Delaware,3207
2014-02-01,District of Columbia,28
2014-02-01,Florida,100876
2014-02-01,Georgia,50459
2014-02-01,Guam,158
2014-02-01,Hawaii,1222
2014-02-01,Idaho,11822
2014-02-01,Illinois,115903
2014-02-01,Indiana,51976
2014-02-01,Iowa,13167
2014-02-01,Kansas,17798
2014-02-01,Kentucky,259837
